med_inc,house_age,ave_rooms,ave_bedrms,population,ave_occup,latitude,longitude,med_house_val,dist_to_coast,lat_per_lon,inc_per_occup,rooms_per_age,rooms_per_capita
3.225,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331994,37.81,-122.25,2.188,53.33872025735599,-0.3092842535787321,1.754606700655499,0.09405738897619463,0.003152230803281102
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,2.25,52.75335671880369,-0.30920245398773005,1.7367448979591835,0.0966455547736336,0.00236782991282368
2.1429,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.8822714681440442,37.8,-122.25,2.5,52.75335671880369,-0.30920245398773005,1.1384649006622518,0.07614507504992592,0.0024102996520579943
1.6121,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.5714285714285716,37.8,-122.25,1.714,52.75335671880369,-0.30920245398773005,0.6269277777777778,0.08687178881474045,0.0033548072894579646
1.3929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25,1.938,52.75335671880369,-0.30920245398773005,0.8065256179775282,0.1100950171744658,0.0023925771521045008
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.7296037296037294,37.79,-122.24,1.25,53.04507536878723,-0.30914594240837695,0.8489510674637063,0.1408961408961409,0.003249672761909312
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,0.975,52.166348650648644,-0.30912065439672803,0.5542454237288136,0.08628019323671497,0.002633277081798084
2.2303,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25,1.167,52.75335671880369,-0.30920245398773005,0.7362023708206688,0.08583998363003888,0.0018795649912956836
1.6504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25,1.518,52.75335671880369,-0.30920245398773005,0.6215541520467837,0.08464538494872165,0.002129509679997094
1.8854,30.0,3.7984790874524714,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23,1.375,53.92380193523921,-0.3091712345578008,0.4904650840751731,0.12661596958174906,0.0037581504326928503
2.1638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24,1.055,53.04507536878723,-0.30914594240837695,0.5749441256830602,0.09682947729220223,0.0025804737803250596
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24,1.122,53.04507536878723,-0.30914594240837695,0.6267518691588785,0.10592143834277896,0.003548213277834498
1.6,39.0,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25,1.125,52.166348650648644,-0.30912065439672803,0.5165354330708661,0.09610173024807171,0.009838184986023088
1.6929,20.0,3.510355029585799,1.1523668639053255,1659.0,2.4541420118343193,37.8,-122.26,1.15,51.874748888049126,-0.3091771634222149,0.6898133815551538,0.17551775147928994,0.002116946371058348
1.9338,43.0,3.2420091324200913,1.0776255707762556,1506.0,3.4383561643835616,37.78,-122.23,1.125,53.3353868128507,-0.30908942158226294,0.5624199203187251,0.07539556121907189,0.002153728507583062
2.1494,37.0,4.479923518164436,1.0975143403441683,1608.0,3.074569789674952,37.79,-122.22,1.325,54.802528347494224,-0.3091965308460154,0.6990896766169155,0.12107901400444422,0.002787022088410719
1.6198,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,37.79,-122.23,1.227,53.92380193523921,-0.3091712345578008,0.5335811764705882,0.14523809523809522,0.010253100840336133
1.3281,40.0,5.054347826086956,1.0815217391304348,564.0,3.0652173913043477,37.79,-122.23,1.133,53.92380193523921,-0.3091712345578008,0.43328085106382985,0.1263586956521739,0.008962609620721552
3.5156,44.0,5.466911764705882,1.1544117647058822,961.0,3.5330882352941178,37.79,-122.22,1.095,54.802528347494224,-0.3091965308460154,0.995050156087409,0.12424799465240642,0.005689773948705392
2.6042,46.0,4.489563567362429,1.0910815939278937,1647.0,3.1252371916508537,37.79,-122.22,1.247,54.802528347494224,-0.3091965308460154,0.8332807528840317,0.09759920798613975,0.002726903805320236
2.7969,38.0,4.626707132018209,1.078907435508346,2167.0,3.2883156297420335,37.79,-122.22,1.417,54.802528347494224,-0.3091965308460154,0.8505570373788648,0.12175545084258446,0.002136074818651689
2.8321,29.0,4.823529411764706,1.1058823529411765,939.0,2.761764705882353,37.79,-122.2,1.5,56.559980699356736,-0.3092471358428805,1.0254675186368478,0.1663286004056795,0.005137879032763265
2.8365,34.0,4.5813953488372094,1.0794573643410852,1517.0,2.939922480620155,37.79,-122.21,1.392,55.68125460303812,-0.3092218312740365,0.9648213579433093,0.1347469220246238,0.00302103648571998
2.875,35.0,4.520725388601036,1.0595854922279793,1143.0,2.961139896373057,37.79,-122.21,1.438,55.68125460303812,-0.3092218312740365,0.970909886264217,0.12916358253145818,0.003956140322485596
3.0682,39.0,4.316810344827586,1.0775862068965518,1109.0,2.3900862068965516,37.8,-122.21,1.565,56.26778650749365,-0.3093036576384911,1.2837193868349865,0.11068744473916887,0.003893525108050123
3.0757,39.0,4.524663677130045,1.0022421524663676,1221.0,2.7376681614349776,37.8,-122.21,1.51,56.26778650749365,-0.3093036576384911,1.1234743652743653,0.11601701736230884,0.0037067032572727643
4.9559,43.0,6.6923076923076925,1.0967032967032968,1115.0,2.4505494505494507,37.8,-122.2,2.73,57.146393558515,-0.309328968903437,2.022362780269058,0.1556350626118068,0.006003069679199724
5.1184,41.0,6.088235294117647,1.0411764705882354,804.0,2.364705882352941,37.8,-122.2,2.396,57.146393558515,-0.309328968903437,2.164497512437811,0.148493543758967,0.00757343195785777
4.2727,46.0,5.837349397590361,1.0271084337349397,768.0,2.3132530120481927,37.8,-122.19,2.469,58.02500044605016,-0.3093542843113184,1.8470526041666668,0.12689889994761655,0.007601715361445783
4.1739,40.0,4.51063829787234,1.0893617021276596,667.0,2.8382978723404255,37.79,-122.2,1.696,56.559980699356736,-0.3092471358428805,1.470564467766117,0.1127659574468085,0.006763576158729146
3.8487,46.0,5.1152882205513786,1.0150375939849625,1059.0,2.654135338345865,37.8,-122.2,2.033,57.146393558515,-0.309328968903437,1.4500767705382436,0.11120191783807344,0.004831300491549933
4.6563,45.0,5.986784140969163,0.9933920704845814,1106.0,2.436123348017621,37.79,-122.19,2.318,57.4387066339397,-0.3092724445535641,1.9113564195298371,0.1330396475770925,0.005414005552413348
2.9297,28.0,4.699551569506727,1.1375186846038865,1737.0,2.596412556053812,37.79,-122.19,1.405,57.4387066339397,-0.3092724445535641,1.1283645941278064,0.16784112748238308,0.0027065564591288007
2.619,44.0,3.30142566191446,0.9205702647657841,1354.0,2.7576374745417516,37.79,-122.2,1.347,56.559980699356736,-0.3092471358428805,0.9497259970457903,0.07503240140714683,0.002439275968917622
2.4167,45.0,4.462025316455696,1.1244725738396624,1530.0,3.2278481012658227,37.79,-122.21,1.394,55.68125460303812,-0.3092218312740365,0.748703137254902,0.09915611814345991,0.002917356415984115
2.7788,45.0,4.210416666666666,1.1,1410.0,2.9375,37.79,-122.2,1.154,56.559980699356736,-0.3092471358428805,0.9459744680851063,0.09356481481481481,0.002987111111111111
2.7352,46.0,3.9349736379613356,0.8927943760984183,1390.0,2.4428822495606326,37.78,-122.21,1.373,55.09307751055313,-0.3091400049095819,1.1196610071942446,0.08554290517307252,0.002831916286303119
2.3906,44.0,4.865573770491803,1.1639344262295082,2269.0,3.719672131147541,37.78,-122.22,1.117,54.21423223918141,-0.30911471117656686,0.642691053327457,0.11058122205663189,0.0021453692245446466
1.7188,43.0,4.181818181818182,1.1302211302211302,1227.0,3.0147420147420148,37.78,-122.21,1.268,55.09307751055313,-0.3091400049095819,0.5701317033414833,0.09725158562367864,0.003409164777357931
2.0801,44.0,3.38989898989899,1.0383838383838384,1700.0,3.4343434343434343,37.78,-122.22,1.319,54.21423223918141,-0.30911471117656686,0.6056761764705882,0.07704315886134068,0.001995058229352347
2.3309,46.0,3.4858757062146895,1.0593220338983051,1183.0,3.34180790960452,37.77,-122.21,0.987,54.503254682750004,-0.3090581785451273,0.6974967032967033,0.07577990665684108,0.002947640495532282
1.8039,42.0,3.543726235741445,0.9657794676806084,900.0,3.4220532319391634,37.77,-122.19,0.923,56.261182732029404,-0.3091087650380555,0.5271396666666667,0.08437443418432011,0.003938473595268273
2.2562,39.0,5.007448789571694,1.111731843575419,1888.0,3.515828677839851,37.77,-122.2,0.948,55.38221878650223,-0.3090834697217676,0.6417263771186441,0.12839612280953064,0.002653250418205347
3.1167,39.0,4.659574468085107,1.0611702127659575,1071.0,2.848404255319149,37.78,-122.2,1.216,55.971922624452525,-0.30916530278232407,1.0941915966386555,0.11947626841243864,0.004351676440789082
2.898,43.0,5.020661157024794,1.037190082644628,1537.0,3.175619834710744,37.77,-122.2,1.214,55.38221878650223,-0.3090834697217676,0.9125777488614184,0.11675956179127427,0.003267532958376574
2.3125,44.0,4.399491094147582,1.0534351145038168,1240.0,3.1552162849872776,37.78,-122.21,1.028,55.09307751055313,-0.3091400049095819,0.7329133064516129,0.0999884339578996,0.0035489766888286956
4.5893,45.0,5.400611620795107,1.0152905198776758,869.0,2.6574923547400613,37.78,-122.2,1.635,55.971922624452525,-0.30916530278232407,1.7269287686996546,0.12001359157322461,0.006215742946829813
3.6875,42.0,5.707865168539326,0.9737827715355806,651.0,2.438202247191011,37.78,-122.17,1.573,58.608456996205554,-0.30924122124907916,1.5123847926267282,0.13590155163188872,0.008768842040767012
2.875,30.0,4.731152204836415,1.0611664295874823,1704.0,2.4238975817923185,37.77,-122.17,1.353,58.01911013835836,-0.30915936809364003,1.186106220657277,0.15770507349454718,0.0027774977727913234
3.4205,43.0,4.877149877149877,1.0810810810810811,1085.0,2.6658476658476657,37.78,-122.18,1.367,57.72961236979086,-0.30921591095105583,1.2830815668202766,0.11342209016627622,0.0044960690111980435
3.5739,45.0,6.052083333333333,1.0338541666666667,968.0,2.5208333333333335,37.77,-122.16,1.76,58.89807359413875,-0.30918467583497056,1.4177454545454544,0.13449074074074074,0.006253152203856749
3.0958,39.0,5.0094936708860756,1.1044303797468353,857.0,2.712025316455696,37.77,-122.16,1.458,58.89807359413875,-0.30918467583497056,1.1415085180863478,0.12844855566374552,0.005846383513285969
3.3958,39.0,5.0062111801242235,1.062111801242236,912.0,2.8322981366459627,37.77,-122.17,1.419,58.01911013835836,-0.30915936809364003,1.198955701754386,0.12836438923395446,0.005490266644873052
1.9356,41.0,4.490140845070423,1.0338028169014084,1074.0,3.0253521126760563,37.76,-122.17,0.906,57.42811688727679,-0.30907751493820085,0.6397932960893855,0.10951563036757128,0.004181764287775068
2.2917,37.0,4.921875,1.11875,933.0,2.915625,37.76,-122.18,1.07,56.5490342983401,-0.3090522180389589,0.7860064308681672,0.13302364864864866,0.0052763215434083605
2.4333,38.0,4.983050847457627,1.1214689265536724,987.0,2.788135593220339,37.76,-122.17,0.982,57.42811688727679,-0.30907751493820085,0.8727337386018237,0.1311329170383586,0.005049683736025965
2.8125,42.0,4.402985074626866,0.9589552238805971,877.0,3.2723880597014925,37.77,-122.18,0.973,57.14014651681772,-0.30913406449500735,0.8594640820980616,0.10483297796730633,0.0050215074967239065
1.8913,43.0,5.498637602179836,1.111716621253406,1111.0,3.02724795640327,37.76,-122.18,0.912,56.5490342983401,-0.3090522180389589,0.6247588658865886,0.12787529307394968,0.0049502687688387365
2.0469,41.0,4.484581497797357,1.1233480176211454,1412.0,3.1101321585903086,37.77,-122.19,0.893,56.261182732029404,-0.3091087650380555,0.6581392351274787,0.10938003653164284,0.0031770492194032273
2.7159,45.0,5.306590257879656,1.1260744985673352,1132.0,3.2435530085959887,37.77,-122.19,1.014,56.261182732029404,-0.3091087650380555,0.8373225265017668,0.11792422795288125,0.004688800581165774
1.925,45.0,4.198312236286919,1.0042194092827004,630.0,2.6582278481012658,37.76,-122.19,0.741,55.66995154791737,-0.3090269252803012,0.7241666666666667,0.09329582747304266,0.006664987676645904
1.4097,37.0,4.017991004497751,1.103448275862069,1925.0,2.886056971514243,37.76,-122.2,0.846,54.7908686385167,-0.3090016366612111,0.4884518961038961,0.10859435147291219,0.002088268054284546
1.3194,19.0,4.244230769230769,1.0865384615384615,1481.0,2.848076923076923,37.75,-122.19,0.814,55.07707347930181,-0.30894508552254685,0.4632599594868332,0.2233805668016194,0.002866787150054537
1.9479,26.0,4.267326732673268,0.9801980198019802,984.0,3.2475247524752477,37.76,-122.19,0.858,55.66995154791737,-0.3090269252803012,0.5998106707317072,0.16412795125666413,0.004337714159220801
2.1538,44.0,4.368852459016393,1.0368852459016393,825.0,3.3811475409836067,37.73,-122.19,0.797,53.886374503135244,-0.3087814060070382,0.6370026666666666,0.09929210134128166,0.005296578738201689
2.5139,43.0,4.561290322580645,0.9483870967741935,417.0,2.6903225806451614,37.74,-122.19,0.834,54.482547979756795,-0.30886324576479257,0.9344232613908873,0.10607651912978246,0.010939346097315696
1.2625,45.0,5.32404181184669,1.0139372822299653,801.0,2.7909407665505226,37.73,-122.19,0.847,53.886374503135244,-0.3087814060070382,0.452356429463171,0.11831204026325977,0.006647743835014594
2.9063,42.0,4.590909090909091,1.0858585858585859,646.0,3.2626262626262625,37.73,-122.18,0.8,54.76581398394819,-0.3088066786708135,0.8907854489164087,0.10930735930735931,0.007107670419363918
2.5192,43.0,4.8807017543859645,1.0280701754385966,855.0,3.0,37.73,-122.18,0.764,54.76581398394819,-0.3088066786708135,0.8397333333333333,0.1135046919624643,0.005709423104544988
2.1111,44.0,4.029411764705882,0.875,435.0,3.198529411764706,37.73,-122.18,0.797,54.76581398394819,-0.3088066786708135,0.6600220689655172,0.09157754010695186,0.009264015551048005
2.4028,41.0,3.896135265700483,1.0748792270531402,1481.0,3.577294685990338,37.74,-122.17,0.977,56.24118901869665,-0.3089138086273226,0.6716807562457799,0.09502768940732885,0.0026317462968943168
2.4776,43.0,4.569832402234637,1.0782122905027933,494.0,2.7597765363128492,37.74,-122.17,1.016,56.24118901869665,-0.3089138086273226,0.897753846153846,0.10627517214499155,0.009251672879017483
2.1587,43.0,4.319648093841642,1.0879765395894427,1231.0,3.6099706744868034,37.73,-122.17,0.865,55.64525330857912,-0.3088319554718834,0.5979826969943136,0.1004569324149219,0.0035100561282222927
3.0298,46.0,4.56,1.0044444444444445,749.0,3.328888888888889,37.74,-122.17,1.076,56.24118901869665,-0.3089138086273226,0.9101535380507343,0.09913043478260869,0.006089117489986648
2.2467,46.0,5.940677966101695,1.1045197740112995,1339.0,3.7824858757062145,37.74,-122.18,0.889,55.3618685782033,-0.308888525126862,0.5939744585511576,0.12914517317612378,0.004437652700598727
1.325,46.0,4.825641025641025,1.117948717948718,621.0,3.1846153846153844,37.75,-122.18,0.871,55.956275167614415,-0.30897037158291046,0.41606280193236717,0.10490523968784837,0.0077717584953961765
1.6196,38.0,3.83011583011583,1.0772200772200773,732.0,2.8262548262548264,37.75,-122.17,0.851,56.83547669620584,-0.3089956617827617,0.5730551912568306,0.10079252184515342,0.005233398675021626
2.1731,45.0,3.8076923076923075,1.0038461538461538,901.0,3.4653846153846155,37.75,-122.18,0.82,55.956275167614415,-0.30897037158291046,0.6270876803551608,0.0846153846153846,0.004227073593443183
2.069,43.0,4.863849765258216,1.0938967136150235,652.0,3.0610328638497655,37.75,-122.18,0.846,55.956275167614415,-0.30897037158291046,0.6759156441717791,0.11311278523856316,0.007460892278003399
2.5625,33.0,4.475524475524476,1.0734265734265733,999.0,3.493006993006993,37.76,-122.17,0.893,57.42811688727679,-0.30907751493820085,0.7336086086086087,0.13562195380377198,0.004481004480004481
1.9821,43.0,5.186274509803922,1.0457516339869282,907.0,2.9640522875816995,37.75,-122.17,0.983,56.83547669620584,-0.3089956617827617,0.6687128996692392,0.12061103511171911,0.0057190534837970475
2.3281,44.0,4.7952755905511815,0.9763779527559056,763.0,3.0039370078740157,37.75,-122.17,0.888,56.83547669620584,-0.3089956617827617,0.77501625163827,0.10898353614889049,0.006285764863107709
2.5122,45.0,4.75,1.06198347107438,1437.0,2.96900826446281,37.76,-122.16,0.955,58.307199312215694,-0.3091028159790439,0.846141127348643,0.10555555555555556,0.0033064975643702157
1.8426,40.0,4.926900584795321,1.0029239766081872,949.0,2.7748538011695905,37.76,-122.17,0.948,57.42811688727679,-0.30907751493820085,0.6640349841938884,0.12317251461988303,0.00519267606406251
4.6696,46.0,6.049668874172186,1.0165562913907285,881.0,2.9172185430463577,37.76,-122.16,1.643,58.307199312215694,-0.3091028159790439,1.6007028376844494,0.1315145407428736,0.006867820515518939
2.4598,36.0,5.358381502890174,1.1059730250481696,1438.0,2.770712909441233,37.76,-122.16,1.555,58.307199312215694,-0.3091028159790439,0.8877859527121001,0.14884393063583815,0.003727273645959787
6.0749,39.0,6.7518518518518515,1.0592592592592593,763.0,2.825925925925926,37.76,-122.15,1.969,59.18628157064502,-0.3091281211625051,2.1497024901703803,0.17312440645773977,0.008850084995873985
4.8304,27.0,6.27887323943662,1.028169014084507,1297.0,3.6535211267605634,37.77,-122.14,2.791,60.655999998372096,-0.30923530374979535,1.3221218195836546,0.2325508607198748,0.0048420742015702544
5.0,41.0,6.790123456790123,1.0277777777777777,1476.0,2.2777777777777777,37.74,-122.13,2.489,59.75846915094574,-0.30901498403340705,2.1951219512195124,0.1656127672387835,0.004601354645521764
3.8913,40.0,5.666666666666667,1.003921568627451,849.0,3.3294117647058825,37.75,-122.15,1.263,58.59387926418125,-0.30904625460499385,1.1687650176678446,0.14166666666666666,0.006675519042010208
3.1458,41.0,4.481675392670157,0.9319371727748691,571.0,2.9895287958115184,37.74,-122.15,1.306,57.999829415783076,-0.3089643880474826,1.0522728546409807,0.10930915591878432,0.007849818551086088
3.5083,43.0,5.084558823529412,1.0110294117647058,853.0,3.136029411764706,37.74,-122.15,1.22,57.999829415783076,-0.3089643880474826,1.1187076201641266,0.11824555403556772,0.005961795807185712
1.8235,40.0,4.7011494252873565,1.1264367816091954,928.0,3.5555555555555554,37.75,-122.16,0.952,57.71467806256512,-0.30902095612311725,0.512859375,0.11752873563218391,0.005066893777249307
2.2917,34.0,4.367857142857143,1.0035714285714286,824.0,2.942857142857143,37.74,-122.17,0.925,56.24118901869665,-0.3089138086273226,0.7787330097087378,0.12846638655462184,0.005301797503467406
2.4962,37.0,5.324324324324325,1.1081081081081081,835.0,3.223938223938224,37.75,-122.17,0.918,56.83547669620584,-0.3089956617827617,0.7742704191616766,0.14390065741417093,0.006377436316556078
4.0417,43.0,5.2,1.0169491525423728,826.0,2.8,37.74,-122.16,1.094,57.12050929872664,-0.30893909626719057,1.4434642857142856,0.12093023255813953,0.006296399515738499
2.0227,44.0,5.102325581395349,1.1116279069767443,609.0,2.832558139534884,37.74,-122.16,1.031,57.12050929872664,-0.30893909626719057,0.7140894909688013,0.11596194503171248,0.008379202925115516
3.5125,38.0,4.445972495088409,1.0255402750491158,1027.0,2.017681728880157,37.9,-122.3,2.242,54.145997413939156,-0.3098937040065413,1.7408592989289193,0.11699927618653708,0.00433008714224772
2.8036,46.0,4.053333333333334,1.072,815.0,2.1733333333333333,37.89,-122.3,2.116,53.574813406086555,-0.3098119378577269,1.29,0.08811594202898551,0.004974415132924336
4.5824,15.0,4.43542757417103,1.057591623036649,2420.0,2.1116928446771377,37.9,-122.3,2.561,54.145997413939156,-0.3098937040065413,2.170012561983471,0.29569517161140196,0.0018338213116409212
3.0208,36.0,3.902173913043478,1.0615942028985508,518.0,1.8768115942028984,37.89,-122.3,2.063,53.574813406086555,-0.3098119378577269,1.609538223938224,0.10839371980676328,0.0075341542722847064
4.5268,42.0,5.045112781954887,1.093984962406015,551.0,2.0714285714285716,37.89,-122.33,2.074,50.94220480352229,-0.3097359601079049,2.1853517241379308,0.12012173290368779,0.00915728454075297
1.7375,37.0,3.3127705627705626,1.0064935064935066,2556.0,2.7662337662337664,37.88,-122.34,3.5,49.4913677501621,-0.30962890305705415,0.6281103286384976,0.08953433953433954,0.0012970761200197817
5.6228,42.0,6.4453125,1.0703125,645.0,2.51953125,37.9,-122.27,3.754,56.77824670714288,-0.3099697391019874,2.23168496124031,0.15345982142857142,0.009993732558139535
3.0132,44.0,4.094545454545455,1.0763636363636364,989.0,1.798181818181818,37.88,-122.27,2.729,55.63495500657619,-0.30980616668029776,1.6756926188068757,0.09305785123966942,0.00414108640500046
2.9926,46.0,4.458823529411765,1.04,920.0,2.164705882352941,37.88,-122.29,1.921,53.87964512276799,-0.3097554992231581,1.3824510869565219,0.0969309462915601,0.004847547314578006
2.9,46.0,4.6394366197183095,1.0591549295774647,854.0,2.4056338028169013,37.88,-122.3,1.448,53.00198994756048,-0.30973017170891254,1.205503512880562,0.10085731781996325,0.005433595573440643
2.543,46.0,4.477037037037037,1.031111111111111,1293.0,1.9155555555555555,37.87,-122.28,2.207,54.183075187970935,-0.30969905135754006,1.3275522041763343,0.0973268921095008,0.003463518976826788
2.8676,46.0,4.122969837587007,1.0348027842227379,805.0,1.8677494199535962,37.87,-122.28,2.12,54.183075187970935,-0.30969905135754006,1.5353237267080746,0.08962977907797842,0.0051227016615987666
1.7778,30.0,3.447058823529412,1.0329411764705883,862.0,2.028235294117647,37.87,-122.27,2.688,55.06084930583316,-0.30972438046945283,0.8765255220417634,0.11490196078431374,0.003999908147945954
2.52,37.0,4.251623376623376,1.1071428571428572,1152.0,1.87012987012987,37.88,-122.27,2.778,55.63495500657619,-0.30980616668029776,1.3475000000000001,0.1149087399087399,0.003691645292207792
1.7464,35.0,3.218,1.108,1675.0,1.675,37.87,-122.27,2.167,55.06084930583316,-0.30972438046945283,1.0426268656716418,0.09194285714285715,0.0019221940298507461
2.537,44.0,3.5610098176718092,1.05890603085554,1382.0,1.9382889200561009,37.87,-122.29,1.75,53.305300914610825,-0.3096737263880938,1.3088863965267727,0.08093204131072294,0.002577707538112742
2.525,46.0,3.9470404984423677,1.0093457943925233,792.0,2.467289719626168,37.87,-122.29,1.659,53.305300914610825,-0.3096737263880938,1.0233901515151516,0.08580522822700799,0.004984636992982788
2.2845,41.0,3.897887323943662,0.9683098591549296,1213.0,2.13556338028169,37.86,-122.28,1.531,53.60720962681487,-0.3096172718351325,1.0697411376751855,0.09507042253521127,0.003214427307455616
1.73,44.0,5.0245098039215685,0.9705882352941176,506.0,2.480392156862745,37.85,-122.28,1.479,53.02970291027931,-0.3095354923127249,0.6974703557312253,0.11419340463458111,0.00993086127257227
2.2106,35.0,4.521739130434782,1.0120772946859904,1017.0,2.4565217391304346,37.84,-122.29,1.325,51.5724226231748,-0.3094284078829013,0.8998902654867257,0.12919254658385093,0.004447154503869009
3.9444,45.0,4.0874125874125875,0.9195804195804196,723.0,2.527972027972028,37.78,-122.27,2.129,49.82000360818238,-0.3089883045718492,1.5603020746887968,0.09083139083139083,0.005654406068343828
1.9427,42.0,4.136666666666667,1.03,821.0,2.736666666666667,37.78,-122.29,1.022,48.062311141407335,-0.30893777087251617,0.7098781973203411,0.09849206349206349,0.005039570848558669
3.75,27.0,4.13768115942029,1.1107660455486543,1901.0,1.9679089026915113,37.77,-122.28,2.428,48.350501737091754,-0.3088812561334642,1.9055760126249344,0.15324745034889964,0.0021775813568754815
2.3882,43.0,3.5902255639097747,1.0676691729323309,585.0,2.199248120300752,37.77,-122.24,1.625,51.86636144724624,-0.308982329842932,1.0859165811965812,0.0834936177653436,0.006138137716085085
2.975,43.0,4.111111111111111,1.0541310541310542,2086.0,1.9810066476733144,37.77,-122.25,2.434,50.98739673570068,-0.30895705521472394,1.5017617449664429,0.09560723514211886,0.0019718106956429105
4.4562,25.0,4.907692307692308,0.9358974358974359,897.0,2.3,37.74,-122.25,2.062,49.20662121253021,-0.30871165644171783,1.9374782608695653,0.19630769230769232,0.005472228882600121
